OneView IEC 61400-25-2 Edition 2,NODE,TAGName,Description,SI Unit,Type,DataType,CollectorType
WTUR.RdyTms,WTUR.,RdyTms,"Time with turbine ready i.e. time turbine has been fault free, used for technical availability",seconds,Total Counter,Long,Live Value
WTUR.RdyTms_10m_End,WTUR.,RdyTms_10m_End,"Time with turbine ready i.e. time turbine has been fault free, used for technical availability",seconds,Total Counter,Long,10 minute tag
WTUR.RdyTms_10m_Sum,WTUR.,RdyTms_10m_Sum,"Time with turbine ready each 10 minute period i.e.  time turbine has been fault free, used for technical availability i.e. 0-600 seconds",seconds,Summation,Long,10 minute tag
WTUR.RdyTms_Dly_Sum,WTUR.,RdyTms_Dly_Sum,"Time with turbine ready each Daily period i.e.  time turbine has been fault free, used for technical availability i.e. 0-86400 seconds",seconds,Summation,Long,Daily tag
WTUR.RdyTms_Mly_Sum,WTUR.,RdyTms_Mly_Sum,"Time with turbine ready each Monthly period i.e.  time turbine has been fault free, used for technical availability",seconds,Summation,Long,Monthly tag
WTUR.RefTms,WTUR.,RefTms,Time as measured by turbine. Should be Time since WTG controller was installed. (Power on time),seconds,Total Counter,Long,Live Value
WTUR.RefTms_10m_End,WTUR.,RefTms_10m_End,Time as measured by turbine. Should be Time since WTG controller was installed. (Power on time),seconds,Total Counter,Long,10 minute tag
WTUR.RefTms_10m_Sum,WTUR.,RefTms_10m_Sum,Time as measured by turbine. Should be Time since WTG controller was installed. (Power on time),seconds,Summation,Long,10 minute tag
WTUR.RefTms_Dly_Sum,WTUR.,RefTms_Dly_Sum,Time as measured by turbine. Should be Time since WTG controller was installed. (Power on time),seconds,Summation,Long,Daily tag
WTUR.RefTms_Mly_Sum,WTUR.,RefTms_Mly_Sum,Time as measured by turbine. Should be Time since WTG controller was installed. (Power on time),seconds,Summation,Long,Monthly tag
WTUR.SrvDnTms,WTUR.,SrvDnTms,"Downtime due to service, i.e. scheduled maintenance",seconds,Total Counter,Long,Live Value
WTUR.SrvDnTms_10m_End,WTUR.,SrvDnTms_10m_End,"Downtime due to service, i.e. scheduled maintenance",seconds,Total Counter,Long,10 minute tag
WTUR.SrvDnTms_10m_Sum,WTUR.,SrvDnTms_10m_Sum,"Downtime due to due to service, i.e. scheduled maintenance in each 10 minute period i.e. 0-600 seconds",seconds,Summation,Long,10 minute tag
WTUR.SrvDnTms_Dly_Sum,WTUR.,SrvDnTms_Dly_Sum,"Downtime due to due to service, i.e. scheduled maintenance in each Daily period i.e. 0-86400 seconds",seconds,Summation,Long,Daily tag
WTUR.SrvDnTms_Mly_Sum,WTUR.,SrvDnTms_Mly_Sum,"Downtime due to due to service, i.e. scheduled maintenance in each Monthly period",seconds,Summation,Long,Monthly tag
WTUR.SrvDnTms_Yly_Sum,WTUR.,SrvDnTms_Yly_Sum,"Downtime due to due to service, i.e. scheduled maintenance in each Yearly period",seconds,Summation,Long,Yearly tag
WTUR.SrvRpDnTms,WTUR.,SrvRpDnTms,"Downtime due to service repair jobs, i.e. unscheduled maintenance",seconds,Total Counter,Long,Live Value
WTUR.SrvRpDnTms_10m_End,WTUR.,SrvRpDnTms_10m_End,"Downtime due to service repair jobs, i.e. unscheduled maintenance",seconds,Total Counter,Long,10 minute tag
WTUR.SrvRpDnTms_10m_Sum,WTUR.,SrvRpDnTms_10m_Sum,"Downtime due to due to service repair jobs, i.e. unscheduled maintenance in each 10 minute period i.e. 0-600 seconds",seconds,Summation,Long,10 minute tag
WTUR.StopCnt,WTUR.,StopCnt,Number of turbine stops (vendor-specific),Count,Live Value,Long,Live Value
WTUR.StrCnt,WTUR.,StrCnt,Number of turbine starts (vendor-specific),Count,Live Value,Long,Live Value
WTUR.SupVArh,WTUR.,SupVArh,Reactive energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),VArh,Total Counter,Double,Live Value
WTUR.SupVArh_10m_End,WTUR.,SupVArh_10m_End,Reactive energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),VArh,Total Counter,Double,10 minute tag
WTUR.SupVArh_10m_Sum,WTUR.,SupVArh_10m_Sum,Reactive energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),VArh,Summation,Double,10 minute tag
WTUR.SupVArh_Dly_End,WTUR.,SupVArh_Dly_End,Reactive energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),VArh,Total Counter,Double,Daily tag
WTUR.SupVArh_Dly_Sum,WTUR.,SupVArh_Dly_Sum,Reactive energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),VArh,Summation,Double,Daily tag
WTUR.SupVArh_Mly_Sum,WTUR.,SupVArh_Mly_Sum,Reactive energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),VArh,Summation,Double,Monthly tag
WTUR.SupVArh_Yly_Sum,WTUR.,SupVArh_Yly_Sum,Reactive energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),VArh,Summation,Double,Yearly tag
WTUR.SupWh,WTUR.,SupWh,Active (real) energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),Wh,Total Counter,Double,Live Value
WTUR.SupWh_10m_End,WTUR.,SupWh_10m_End,Active (real) energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),Wh,Total Counter,Double,10 minute tag
WTUR.SupWh_10m_Sum,WTUR.,SupWh_10m_Sum,Active (real) energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),Wh,Summation,Double,10 minute tag
WTUR.SupWh_Dly_End,WTUR.,SupWh_Dly_End,Active (real) energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),Wh,Total Counter,Double,10 minute tag
WTUR.SupWh_Dly_Sum,WTUR.,SupWh_Dly_Sum,Active (real) energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),Wh,Summation,Double,Daily tag
WTUR.SupWh_Mly_End,WTUR.,SupWh_Mly_End,Active (real) energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),Wh,Total Counter,Double,10 minute tag
WTUR.SupWh_Mly_Sum,WTUR.,SupWh_Mly_Sum,Active (real) energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),Wh,Summation,Double,Monthly tag
WTUR.SupWh_Yly_End,WTUR.,SupWh_Yly_End,Active (real) energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),Wh,Total Counter,Double,10 minute tag
WTUR.SupWh_Yly_Sum,WTUR.,SupWh_Yly_Sum,Active (real) energy supply (default supply direction: energy flow from the wind turbine and towards a substation busbar),Wh,Summation,Double,Yearly tag
WTUR.TmOffset,WTUR.,TmOffset,Offset from UTC time in minutes,minutes,Live Value,Double,Live Value
WTUR.TotVArh,WTUR.,TotVArh,Total (net) reactive energy production i.e. produced-consumed reactive energy,VArh,Total Counter,Double,Live Value
WTUR.TotVArh_10m_End,WTUR.,TotVArh_10m_End,Total (net) reactive energy production i.e. produced-consumed reactive energy,VArh,Total Counter,Double,10 minute tag
WTUR.TotVArh_10m_Sum,WTUR.,TotVArh_10m_Sum,Total (net) reactive energy production i.e. produced-consumed reactive energy,VArh,Summation,Double,10 minute tag
WTUR.TotVArh_Dly_Sum,WTUR.,TotVArh_Dly_Sum,Total (net) reactive energy production i.e. produced-consumed reactive energy,VArh,Summation,Double,10 minute tag
WTUR.TotVArh_Mly_Sum,WTUR.,TotVArh_Mly_Sum,Total (net) reactive energy production i.e. produced-consumed reactive energy,VArh,Summation,Double,Monthly tag
WTUR.TotVArh_Yly_Sum,WTUR.,TotVArh_Yly_Sum,Total (net) reactive energy production i.e. produced-consumed reactive energy,VArh,Summation,Double,Yearly tag
WTUR.TotWh,WTUR.,TotWh,Total (net) active energy production i.e. produced-consumed energy,Wh,Total Counter,Double,Live Value
WTUR.TotWh_10m_End,WTUR.,TotWh_10m_End,Total (net) active energy production i.e. produced-consumed energy,Wh,Total Counter,Double,10 minute tag
WTUR.TotWh_10m_Sum,WTUR.,TotWh_10m_Sum,Total (net) active energy production i.e. produced-consumed energy,Wh,Summation,Double,10 minute tag
WTUR.TotWh_Dly_End,WTUR.,TotWh_Dly_End,Total (net) active energy production i.e. produced-consumed energy,Wh,Total Counter,Double,10 minute tag
WTUR.TotWh_Dly_Sum,WTUR.,TotWh_Dly_Sum,Total (net) active energy production i.e. produced-consumed energy,Wh,Summation,Double,Daily tag
WTUR.TotWh_Hly_Sum,WTUR.,TotWh_Hly_Sum,Total (net) active energy production i.e. produced-consumed energy,Wh,Summation,Double,Live Value
WTUR.TotWh_Mly_End,WTUR.,TotWh_Mly_End,Total (net) active energy production i.e. produced-consumed energy,Wh,Total Counter,Double,10 minute tag
WTUR.TotWh_Mly_Sum,WTUR.,TotWh_Mly_Sum,Total (net) active energy production i.e. produced-consumed energy,Wh,Summation,Double,Monthly tag
WTUR.TotWh_Yly_End,WTUR.,TotWh_Yly_End,Total (net) active energy production i.e. produced-consumed energy,Wh,Summation,Double,10 minute tag
WTUR.TotWh_Yly_Sum,WTUR.,TotWh_Yly_Sum,Total (net) active energy production i.e. produced-consumed energy,Wh,Summation,Double,Yearly tag
WTUR.TurNam,WTUR.,TurNam,Turbine name,String,Live Value,String,Live Value
WTUR.TurOp,WTUR.,TurOp,"Wind turbine operation command
1:Start
2:Stop",Enum,Command,Long,Command
WTUR.TurOpEmgStop,WTUR.,TurOpEmgStop,Emergency stop,Enum,Command,Long,Command
WTUR.TurOpRs,WTUR.,TurOpRs,Reset command,Enum,Command,Long,Command
WTUR.TurOpStop,WTUR.,TurOpStop,Stop command,Enum,Command,Long,Command
WTUR.TurOpStr,WTUR.,TurOpStr,Start command,Enum,Command,Long,Command
WTUR.TurSt,WTUR.,TurSt,"1:Turbine stopped/alarm
2:Turbine in standby/warning
3:Turbine is starting
4:Turbine is running en normal operation
5:Turbine is in freerun with the generator disconnected
6:Turbine is braking
10:No communication
11:Turbine in Service",Enum,Function/Live Value,Long,Live Value
WTUR.TurStAlm,WTUR.,TurStAlm,"Turbine Alarm Status:
0 : No Alarm
1 : Active Alarm",Enum,Function/Live Value,Long,Live Value
WTUR.TurStComm,WTUR.,TurStComm,"Turbine Communication Status:
0 : Communication Error
1 : Communication OK",Enum,Function/Live Value,Long,Live Value
WTUR.TurStEmgStop,WTUR.,TurStEmgStop,"Turbine Emergency Stop status: 
1 : stopped",Enum,Live Value,Long,Live Value
WTUR.TurStManu,WTUR.,TurStManu,Turbine state manufacturer code,Enum,Live Value,Long,Live Value
WTUR.TurStManu_10m_Avg,WTUR.,TurStManu_10m_Avg,Turbine state manufacturer code,Enum,Average,Double,10 minute tag
WTUR.TurStManu_10m_Max,WTUR.,TurStManu_10m_Max,Turbine state manufacturer code,Enum,Maximum,Double,10 minute tag
WTUR.TurStManu_10m_Min,WTUR.,TurStManu_10m_Min,Turbine state manufacturer code,Enum,Minimum,Double,10 minute tag
WTUR.TurStManu_10m_Std,WTUR.,TurStManu_10m_Std,Turbine state manufacturer code,Enum,Standard Deviation,Double,10 minute tag
WTUR.TurStManuStr,WTUR.,TurStManuStr,Turbine state manufacturer text,String,Live Value,String,Live Value
WTUR.TurStOk,WTUR.,TurStOk,"Turbine in Ok/Ready problem status:
0:Not Ok/Ready
1:Ok/ready",Enum,Function/Live Value,Long,Live Value
WTUR.TurStSrv,WTUR.,TurStSrv,"Turbine Service status: 
0 : not in service
1 : Service",Enum,Function/Live Value,Long,Live Value
WTUR.TurStStdby,WTUR.,TurStStdby,"Turbine Standby status: 
1 :  Standby",Enum,Live Value,Long,Live Value
WTUR.TurStStop,WTUR.,TurStStop,"Turbine  Stop status: 
1 : stopped",Enum,Live Value,Long,Live Value
WTUR.TurStStr,WTUR.,TurStStr,"1:Turbine stopped/alarm
2:Turbine in standby/warning
3:Turbine is starting
4:Turbine is running en normal operation
5:Turbine is in freerun with the generator disconnected
6:Turbine is braking
10:No communication
11:Turbine in Service",String,Function,String,Live Value
WTUR.TurStSubManu,WTUR.,TurStSubManu,Turbine substate manufacturer code,Enum,Function/Live Value,Long,Live Value
WTUR.TurStSubManuStr,WTUR.,TurStSubManuStr,Turbine substate manufacturer text,String,Function/Live Value,String,Live Value
WTUR.TurStWar,WTUR.,TurStWar,"Turbine warning status:
0 : no warning
1 : active warning",Enum,Function/Live Value,Long,Live Value
WTUR.VAr,WTUR.,VAr,Reactive power at grid connection,VAr,Live Value,Double,Live Value
WTUR.VAr_10m_Avg,WTUR.,VAr_10m_Avg,Reactive power at grid connection,VAr,Average,Double,10 minute tag
WTUR.VAr_10m_Max,WTUR.,VAr_10m_Max,Reactive power at grid connection,VAr,Maximum,Double,10 minute tag
WTUR.VAr_10m_Min,WTUR.,VAr_10m_Min,Reactive power at grid connection,VAr,Minimum,Double,10 minute tag
WTUR.VAr_10m_Std,WTUR.,VAr_10m_Std,Reactive power at grid connection,VAr,Standard Deviation,Double,10 minute tag
WTUR.VArOvW,WTUR.,VArOvW,Activate wind turbine reactive power priority over active power,Enum,,Long,
WTUR.W,WTUR.,W,Active power at grid connection,W,Live Value,Double,Live Value
WTUR.W_10m_Avg,WTUR.,W_10m_Avg,Active power at grid connection,W,Average,Double,10 minute tag
WTUR.W_10m_Max,WTUR.,W_10m_Max,Active power at grid connection,W,Maximum,Double,10 minute tag
WTUR.W_10m_Min,WTUR.,W_10m_Min,Active power at grid connection,W,Minimum,Double,10 minute tag
WTUR.W_10m_Std,WTUR.,W_10m_Std,Active power at grid connection,W,Standard Deviation,Double,10 minute tag
WTUR.WarTms,WTUR.,WarTms,Time with a warning,seconds,Total Counter,Long,Live Value
WTUR.WarTms_10m_End,WTUR.,WarTms_10m_End,Time with a warning,seconds,Total Counter,Long,10 minute tag
WTUR.WdDirDnTms,WTUR.,WdDirDnTms,Downtime due to wind direction stop time,seconds,Total Counter,Long,Live Value
WTUR.WdDirDnTms_10m_End,WTUR.,WdDirDnTms_10m_End,Downtime due to wind direction stop time,seconds,Total Counter,Long,10 minute tag
WTUR.WdOkTms,WTUR.,WdOkTms,"Time wind ok time, i.e. wind above cut-in value and below cut-out value",seconds,Total Counter,Long,Live Value
WTUR.WdOkTms_10m_End,WTUR.,WdOkTms_10m_End,"Time wind ok time, i.e. wind above cut-in value and below cut-out value",seconds,Total Counter,Long,10 minute tag
WTUR.WdOkTms_10m_Sum,WTUR.,WdOkTms_10m_Sum,"Time wind ok time, i.e. wind above cut-in and below high wind cut-out  in each 10 minute period i.e. 0-600 seconds",seconds,Summation,Long,10 minute tag
WTUR.WdOkTms_Dly_Sum,WTUR.,WdOkTms_Dly_Sum,"Time wind ok time, i.e. wind above cut-in and below high wind cut-out  in each Daily period i.e. 0-86400 seconds",seconds,Summation,Long,Daily tag
WTUR.WdOkTms_Mly_Sum,WTUR.,WdOkTms_Mly_Sum,"Time wind ok time, i.e. wind above cut-in and below high wind cut-out  in each Monthly period",seconds,Summation,Long,Monthly tag
WYAW.BrkPmpCnt_10m_End,WYAW.,BrkPmpCnt_10m_End,Number of activations of the yaw brake pump,Count,Total Counter,Long,10 minute tag
WYAW.BrkPmpTms_10m_End,WYAW.,BrkPmpTms_10m_End,Time yaw brake pump has been activated,seconds,Total Counter,Long,10 minute tag
WYAW.BrkPres,WYAW.,BrkPres,Yaw system brake pressure,bar,Live Value,Double,Live Value
WYAW.BrkPres_10m_Avg,WYAW.,BrkPres_10m_Avg,Yaw system brake pressure,bar,Average,Double,10 minute tag
WYAW.BrkPres_10m_Max,WYAW.,BrkPres_10m_Max,Yaw system brake pressure,bar,Maximum,Double,10 minute tag
WYAW.BrkPres_10m_Min,WYAW.,BrkPres_10m_Min,Yaw system brake pressure,bar,Minimum,Double,10 minute tag
WYAW.BrkPres_10m_Std,WYAW.,BrkPres_10m_Std,Yaw system brake pressure,bar,Standard Deviation,Double,10 minute tag
WYAW.BrkSt,WYAW.,BrkSt,Status of the yaw brake,Enum,Live Value,Long,Live Value
WYAW.CabWup,WYAW.,CabWup,Cable windup. Number of windings from calibration point,Count,Live Value,Double,Live Value
WYAW.CabWup_10m_Avg,WYAW.,CabWup_10m_Avg,Cable windup. Number of windings from calibration point,Count,Average,Double,10 minute tag
WYAW.CabWup_10m_Max,WYAW.,CabWup_10m_Max,Cable windup. Number of windings from calibration point,Count,Maximum,Double,10 minute tag
WYAW.CabWup_10m_Min,WYAW.,CabWup_10m_Min,Cable windup. Number of windings from calibration point,Count,Minimum,Double,10 minute tag
WYAW.CabWup_10m_Std,WYAW.,CabWup_10m_Std,Cable windup. Number of windings from calibration point,Count,Standard Deviation,Double,10 minute tag
WYAW.CcwCnt,WYAW.,CcwCnt,Number of activations of yaw Counter clockwise,Count,Live Value,Long,Live Value
WYAW.CcwCnt_10m_End,WYAW.,CcwCnt_10m_End,Number of activations of yaw Counter clockwise,Count,Total Counter,Long,10 minute tag
WYAW.CcwOpTms,WYAW.,CcwOpTms,Time yaw Counter clockwise has been activated,seconds,Total Counter,Long,Live Value
WYAW.CcwOpTms_10m_End,WYAW.,CcwOpTms_10m_End,Time yaw Counter clockwise has been activated,seconds,Total Counter,Long,10 minute tag
WYAW.Cnt,WYAW.,Cnt,Yaw counter,Degrees,Live Value,Double,Live Value
WYAW.CwCnt,WYAW.,CwCnt,Number of activations of yaw clockwise,Count,Live Value,Long,Live Value
WYAW.CwCnt_10m_End,WYAW.,CwCnt_10m_End,Number of activations of yaw clockwise,Count,Total Counter,Long,10 minute tag
WYAW.CwOpTms,WYAW.,CwOpTms,Time yaw Clockwise has been activated,seconds,Total Counter,Long,Live Value
WYAW.CwOpTms_10m_End,WYAW.,CwOpTms_10m_End,Time yaw Clockwise has been activated,seconds,Total Counter,Long,10 minute tag
WYAW.HyOilTmp,WYAW.,HyOilTmp,Yaw hydraulic Oil Temperature,Degrees,Live Value,Double,Live Value
WYAW.HyOilTmp_10m_Avg,WYAW.,HyOilTmp_10m_Avg,Yaw hydraulic Oil Temperature,Degrees,Average,Double,10 minute tag
WYAW.HyOilTmp_10m_Max,WYAW.,HyOilTmp_10m_Max,Yaw hydraulic Oil Temperature,Degrees,Maximum,Double,10 minute tag
WYAW.HyOilTmp_10m_Min,WYAW.,HyOilTmp_10m_Min,Yaw hydraulic Oil Temperature,Degrees,Minimum,Double,10 minute tag
WYAW.HyOilTmp_10m_Std,WYAW.,HyOilTmp_10m_Std,Yaw hydraulic Oil Temperature,Degrees,Standard Deviation,Double,10 minute tag
WYAW.HyPres,WYAW.,HyPres,Yaw system hydraulic pressure,bar,Live Value,Double,Live Value
WYAW.HyPres_10m_Avg,WYAW.,HyPres_10m_Avg,Yaw system hydraulic pressure,bar,Average,Double,10 minute tag
WYAW.HyPres_10m_Max,WYAW.,HyPres_10m_Max,Yaw system hydraulic pressure,bar,Maximum,Double,10 minute tag
WYAW.HyPres_10m_Min,WYAW.,HyPres_10m_Min,Yaw system hydraulic pressure,bar,Minimum,Double,10 minute tag
WYAW.HyPres_10m_Std,WYAW.,HyPres_10m_Std,Yaw system hydraulic pressure,bar,Standard Deviation,Double,10 minute tag
WYAW.HyTnkPres,WYAW.,HyTnkPres,Yaw system hydraulic accumulation tank pressure,bar,Live Value,Double,Live Value
WYAW.HyTnkPres_10m_Avg,WYAW.,HyTnkPres_10m_Avg,Yaw system hydraulic accumulation tank pressure,bar,Average,Double,10 minute tag
WYAW.HyTnkPres_10m_Max,WYAW.,HyTnkPres_10m_Max,Yaw system hydraulic accumulation tank pressure,bar,Maximum,Double,10 minute tag
WYAW.HyTnkPres_10m_Min,WYAW.,HyTnkPres_10m_Min,Yaw system hydraulic accumulation tank pressure,bar,Minimum,Double,10 minute tag
WYAW.HyTnkPres_10m_Std,WYAW.,HyTnkPres_10m_Std,Yaw system hydraulic accumulation tank pressure,bar,Standard Deviation,Double,10 minute tag
WYAW.OpTms,WYAW.,OpTms,Time the yaw system has been activated,seconds,Total Counter,Long,Live Value
WYAW.OpTms_10m_End,WYAW.,OpTms_10m_End,Time the yaw system has been activated,seconds,Summation,Long,10 minute tag
WYAW.OpTms_10m_Sum,WYAW.,OpTms_10m_Sum,Time the yaw system has been activated in each 10 minute period i.e. 0-600 seconds,seconds,Summation,Long,10 minute tag
WYAW.OpTms_Dly_Sum,WYAW.,OpTms_Dly_Sum,Time the yaw system has been activated in each Daily period i.e. 0-86400 seconds,seconds,Summation,Long,Daily tag
WYAW.OpTms_Mly_Sum,WYAW.,OpTms_Mly_Sum,Time the yaw system has been activated in each Monthly period,seconds,Summation,Long,Monthly tag
WYAW.PinGsLev,WYAW.,PinGsLev,Grease level in the yaw pinion lubrication tank,percent,Live Value,Double,Live Value
WYAW.PinGsLev_10m_Avg,WYAW.,PinGsLev_10m_Avg,Grease level in the yaw pinion lubrication tank,percent,Average,Double,10 minute tag
WYAW.PinGsLev_10m_Max,WYAW.,PinGsLev_10m_Max,Grease level in the yaw pinion lubrication tank,percent,Maximum,Double,10 minute tag
WYAW.PinGsLev_10m_Min,WYAW.,PinGsLev_10m_Min,Grease level in the yaw pinion lubrication tank,percent,Minimum,Double,10 minute tag
WYAW.PinGsLev_10m_Std,WYAW.,PinGsLev_10m_Std,Grease level in the yaw pinion lubrication tank,percent,Standard Deviation,Double,10 minute tag
WYAW.PltGsLev,WYAW.,PltGsLev,Grease level in the yaw plate lubrication tank,percent,Live Value,Double,Live Value
WYAW.PltGsLev_10m_Avg,WYAW.,PltGsLev_10m_Avg,Grease level in the yaw plate lubrication tank,percent,Average,Double,10 minute tag
WYAW.PltGsLev_10m_Max,WYAW.,PltGsLev_10m_Max,Grease level in the yaw plate lubrication tank,percent,Maximum,Double,10 minute tag
WYAW.PltGsLev_10m_Min,WYAW.,PltGsLev_10m_Min,Grease level in the yaw plate lubrication tank,percent,Minimum,Double,10 minute tag
WYAW.PltGsLev_10m_Std,WYAW.,PltGsLev_10m_Std,Grease level in the yaw plate lubrication tank,percent,Standard Deviation,Double,10 minute tag
WYAW.PnlTmp,WYAW.,PnlTmp,Temperature yaw inverter control cabinet,�C,Live Value,Double,Live Value
